id,numero,nome,endereco,projeto,canal,porte,observacao,domicilio,status,insert_data,update_data,lat,lng,porte_especial,cidade_consulta,cep_consulta
143154,164,CARREFOUR MANAUS - SHOPPING,"AVENIDA DJALMA BATISTA, 482 - LOJA B - CHAPADA - 69.050-902 - MANAUS/AM",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756801,1744035769,-3.0790785,-60.0243514,n,Manaus,69010-001
143153,163,CARREFOUR MANAUS,"AVENIDA JORNALISTA HUMBERTO CALDERARO FILHO, 203 - SEM COMPLEMENTO - ADRIANOPOLIS - 69.057-015 - MANAUS/AM",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756800,1744035769,-3.1054413,-60.0113126,n,Manaus,69010-001
143025,23,(MIDEA) SPRINGER CARRIER LTDA,"AVENIDA TORQUATO TAPAJOS, 7937 - SEM COMPLEMENTO - TARUMA - 69041-025 - MANAUS/AM",MIDEA,ASSISTENCIA TECNICA,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756742,1744035733,-3.0017008,-60.0319556,n,Manaus,69010-001
146842,6102,GUARA EXPRESS,"RUA 2 DE AGOSTO,196 - SEM COMPLEMENTO - PARQUE 10 DE NOVEMBRO - MANAUS/AM - 69050-700",,,t,"EM CASO DE DUVIDA, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1728998934,1745357132,-3.0771883162230997,-60.01594151782834,n,Manaus,69010-001
145662,3969,MAGAZINE LUIZA S/A - RIO MAR SHOPPING FORTALEZA,"DESEMBARGADOR LAURO NOGUEIRA, 1500 - SEM COMPLEMENTO - SEM BAIRRO - 60.175-055 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758116,1745356586,-3.7408807,-38.4735005,n,Fortaleza,60025-061
145570,3869,MAGAZINE LUIZA S/A - NORTH-SHOPPING JOQUEI,"AVENIDA LINEU MACHADO, 419 - SEM COMPLEMENTO - SEM BAIRRO - 60.520-102 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758072,1745356534,-3.8072057,-38.5869820,n,Fortaleza,60025-061
145520,3792,MIDEA - TOTALINE FORTALEZA,"RUA BARAO DO RIO BRANCO, 2233 - SEM COMPLEMENTO - JOSE BONIFACIO - 60025-061 - FORTALEZA/CE",ASSOCIADO,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758046,1745356508,-3.7377342,-38.5316678,n,Fortaleza,60025-061
145509,3781,MAGAZINE LUIZA S/A - MARANGUAPE SHOPPING,"CORONEL ANTONIO BOTELHO DE SOUSA, 254 - SEM COMPLEMENTO - SEM BAIRRO - 61.940-005 - MARANGUAPE/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758040,1745356502,-3.8917126,-38.6841701,n,Fortaleza,60025-061
145508,3780,MAGAZINE LUIZA S/A - MARACANAU,"QUARENTA E SEIS CJ JEREISSATI II, 20 - SEM COMPLEMENTO - SEM BAIRRO - 61.901-060 - MARACANAU/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758040,1745356502,-3.8799370,-38.6174138,n,Fortaleza,60025-061
145472,3744,MAGAZINE LUIZA S/A - MAGAZINE LUIZA FORTALEZA - S. POMPEU,"RUA SENADOR POMPEU, 1122 - SEM COMPLEMENTO - SEM BAIRRO - 60025-000 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758022,1745356482,-3.7284551,-38.5304162,n,Fortaleza,60025-061
145471,3743,MAGAZINE LUIZA S/A - MAGAZINE LUIZA FORTALEZA - BARAO DO RIO BRANCO,"BARAO DO RIO BRANCO, 1248 - SEM COMPLEMENTO - SEM BAIRRO - 60025061 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758021,1745356481,-3.7292273,-38.5292876,n,Fortaleza,60025-061
145469,3741,MAGAZINE LUIZA S/A - MAGAZINE LUIZA CAUCAIA,"RUA CORONEL CORREIA, 1844 - SEM COMPLEMENTO - SEM BAIRRO - 61600004 - CAUCAIA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758020,1745356480,-3.7350754,-38.6571913,n,Fortaleza,60025-061
145395,3664,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"AVENIDA BEZERRA DE MENEZES, 2450 - SEM COMPLEMENTO - PRESIDENTE KENNEDY - 60.325-002 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757984,1745356440,-3.7350579,-38.5660305,n,Fortaleza,60025-061
145394,3663,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"RUA SENADOR POMPEU, 1012 - SEM COMPLEMENTO - CENTRO - 60.025-000 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757984,1745356440,-3.7274950,-38.5299647,n,Fortaleza,60025-061
143491,518,MAGAZINE LUIZA S/A - FORTALEZA - WASHINGTON SOARES,"AVENIDA WASHINGTON SOARES, 4055 - SEM COMPLEMENTO - SEM BAIRRO - 60.821-750 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757094,1744035838,-3.7923392,-38.4797767,n,Fortaleza,60025-061
143490,517,MAGAZINE LUIZA S/A - FORTALEZA - SHOP. MARACANAU,"CARLOS JEREISSATI, 100 - SEM COMPLEMENTO - SEM BAIRRO - 61.900-225 - MARACANAU/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757094,1744035838,-3.8805132,-38.6219978,n,Fortaleza,60025-061
143489,516,MAGAZINE LUIZA S/A - FORTALEZA - SHOP. IGUATEMI,"WASHINGTON SOARES, 85 - SEM COMPLEMENTO - SEM BAIRRO - 60.811-341 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757094,1744035837,-3.7742602,-38.6111450,n,Fortaleza,60025-061
143488,515,MAGAZINE LUIZA S/A - FORTALEZA - SHOP. BENFICA,"AVENIDA CARAPINIMA, 2200 - SEM COMPLEMENTO - SEM BAIRRO - 60.015-290 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757093,1744035837,-3.7391020,-38.5401760,n,Fortaleza,60025-061
143487,514,MAGAZINE LUIZA S/A - FORTALEZA - MESSEJANA,"JOAQUIM BEZERRA, 185 - SEM COMPLEMENTO - SEM BAIRRO - 60.842-010 - FORTALEZA/CE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757092,1744035836,-3.8311152,-38.4935745,n,Fortaleza,60025-061
145941,4255,SPLITER MANUTENCOES LTDA,"QUADRA QNN 1, S/N - CONJUNTO A LOTE 09 LOJA 02 - CEILANDIA NORTE (CEILANDIA) - 72225-010 - BRASILIA/DF",AT,ASSISTÊNCIA TÉCNICA,t,SEGUIR AS ORIENTACOES DO PONTO DE RECEBIMENTO PARA OS PRODUTOS QUE NAO COUBEREM NO COLETOR,n,a,1706758250,1706758250,-15.8007208,-48.1189796,n,Brasília,70040-010
145740,4052,MAGAZINE LUIZA S/A - SHOPPING CONJUNTO NACIONAL,"SDN LOTE UNICO, S/N - SEM COMPLEMENTO - SEM BAIRRO - 70.077-900 - BRASILIA/DF",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758153,1745356620,-15.7975154,-47.8918874,n,Brasília,70040-010
145725,4037,SECRETARIA DE ESTADO DO MEIO AMBIENTE DO DISTRITO FEDERAL,"EQS 414/415, S/N - SETOR BANCARIO NORTE Q2 - ASA SUL - 70.297-400 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758146,1745356614,-15.7890327,-47.8791710,n,Brasília,70040-010
145621,3921,POSTO IPIRANGA - GRUPO CASCOL,"QUADRA SHIS QI 15, S/N - SEM COMPLEMENTO - LAGO SUL - 71.640-140 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758096,1745356563,-15.8480083,-47.8853983,n,Brasília,70040-010
145519,3791,MIDEA - TOTALINE BRASÍLIA,"Q SHCS CR QD 513 BLOCO A LOJAS 24 E 25, 33 - SEM COMPLEMENTO - ASA SUL - 70380-510 - BRASILIA/DF",ASSOCIADO,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758046,1745356507,-15.8222270,-47.9193067,n,Brasília,70040-010
143580,616,JUKAF FABRICA - GUARA II,"RUA 12, S/N - QE 40, LOTE 09, POLO DE MODAS - GUARA LL - 71.731-120 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757134,1744035888,-15.7945440,-48.0388431,n,Brasília,70040-010
143566,602,JARJOUR - TAGUATINGA SUL,"SETOR B SUL CSB, 8 - LOTES 1/5 - TAGUATINGA - 72.015-585 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757128,1744035878,-15.8418114,-48.0520744,n,Brasília,70040-010
143565,601,JARJOUR - ASA SUL,"SHCS SQ 210, S/N - BLOCO A PAG - SHCS - 70.273-000 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757127,1744035878,-15.8202434,-47.9045093,n,Brasília,70040-010
143564,600,JARJOUR - ASA NORTE,"QUADRA SNQ 206, S/N - EIXINHO - ASA NORTE - 70.844-000 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757127,1744035877,-15.7083875,-47.9145816,n,Brasília,70040-010
143407,422,DF PLAZA SHOPPING,"R. COPAIBA, S/N - LOTE 01 - AGUAS CLARAS - 71.919-540 - BRASILIA/DF",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756921,1744035800,-15.8318913,-48.0390872,n,Brasília,70040-010
143141,151,CARREFOUR BRASILIA,"ST Setor Terminal Norte, Lote J, S/N - Asa Norte, Brasília - DF, 70770-916",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756795,1744035764,-15.723042897930288,-47.900407585172715,n,Brasília,70040-010
146869,6097,CHEGOULOG TRANSPORTES E LOGISTICA LTDA,"ADE Águas Claras, SH Arniqueiras - Águas Claras, Brasília - DF, 71990-360 - LOTE 01",,,t,"EM CASO DE DUVIDA, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",s,a,1731032979,1745357129,-15.875595615718563,-48.00023961487958,n,Brasília,70040-010
146871,6115,SOLUÇAO REVERSA DE TRANSPORTES,"SIBS Quadra 1 Conjunto C Lotes 3, 5, 7 e 9 Ed. NovaData Subsolo - Núcleo Bandeirante, Brasília - DF, 71736-103",,,t,"EM CASO DE DUVIDA, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1731603761,1745357138,-15.865138653438056,-47.966295808880055,n,Brasília,70040-010
147203,6304,BOULEVARD SHOPPING BRASILIA,"SETOR TERMINAL NORTE, CONJ J - ASA NORTE - 70770-100 - BRASILIA/DF",,,t,"EM CASO DE D&Uacute;VIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOG&Otilde;ES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1748349717,1748349717,-15.73586373402751,-47.907229248797826,n,Brasília,70040-010
145830,4143,WINE ESCRITÓRIO VIX,"RUA MANOEL FEU SUBTIL, 60 - SEM COMPLEMENTO - ENSEADA DO SUA - 29050-400 - VITORIA/ES",VAREJO,VAREJO,t,SEGUIR AS ORIENTACOES DO PONTO DE RECEBIMENTO PARA OS PRODUTOS QUE NAO COUBEREM NO COLETOR,n,a,1706758197,1706758197,-20.3156410,-40.2897078,n,Vitória,29010-001
145831,4144,WINE LOG - CD SERRA,"RUA COMENDADOR ALCIDES SIMAO HELOU, 1565 e 100 - SEM COMPLEMENTO - CIVIT II - 29168-090 - SERRA/ES",VAREJO,VAREJO,t,SEGUIR AS ORIENTACOES DO PONTO DE RECEBIMENTO PARA OS PRODUTOS QUE NAO COUBEREM NO COLETOR,n,a,1706758198,1706758198,-20.1803524,-40.2356093,n,Vitória,29010-001
145636,3937,RE-CICLA,"ROD GOVERNADOR MARIO COVAS, 1864 - SEM COMPLEMENTO - PADRE MATHIAS - 29.157-100 - CARIACICA/ES",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758103,1745356570,-20.2417090,-40.3704757,n,Vitória,29010-001
145628,3929,PREFEITURA DE VITORIA,"RUA SAO SEBASTIAO, 405 - SEM COMPLEMENTO - RESISTENCIA - 29.116-260 - VITORIA/ES",PREFEITURA,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758100,1745356566,-20.2755452,-40.3177541,n,Vitória,29010-001
145627,3928,"PREFEITURA DE VILA VELHA, ES - ECOPONTO ANTIGA FABRICA DE MANILHAS","AVENIDA CARLOS LINDENBERG, 5401 - SEM COMPLEMENTO - JARDIM MARILANDIA - 29.100-001 a 29.129-999 - VILA VELHA/ES",PREFEITURA,MUNICIPALIDADE,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",s,a,1706758099,1745356565,-20.3528250,-40.3443430,n,Vitória,29010-001
